topology,k,R,N,filename,n_valid,n_errored,patch_presence_correct,patch_presence_acc_pct,real_correct_present,real_correct_true,harness_acc_pct,harness_acc_evaluated_only_pct,acc_std_pct,acc_std_ci95_pct,mean_kJ_dynamic_std,mean_kJ_dynamic_std_ci95,n_std,mean_tokens_std,mean_completion_tokens_std,degraded_incomplete_run,acc_ci95_pct,mean_kJ_dynamic,mean_kJ_dynamic_ci95,total_kJ_dynamic,mean_kJ_gpu_total,mean_kJ_total_system,mean_kJ_inference,mean_kJ_coordination,mean_kJ_tool_exec,mean_wall_s,mean_wall_s_serial,mean_prompt_tokens,mean_completion_tokens,mean_tokens,mean_n_tool_calls,mean_n_llm_calls,mean_task_kv
centralized,100,2,3,Qwen_Qwen3.5-9B_centralized_k100_R2_N3.jsonl,50,0,48,96.0,39,16,32.0,41.02564102564103,33.33333333333333,13.477237617781569,456.96150948131555,73.01739128511272,48,7171369.333333333,68116.04166666667,False,13.061332244453475,467.3476640699912,71.50272174430073,23367.38320349956,548.8056286599999,581.9108811604933,448.86752441794596,13.784644330842688,4.6954953212025785,1347.0047118192538,2563.9132392795755,7269915.06,69150.16,7339065.22,300.2,309.16,1954481908.3
centralized,200,2,3,Qwen_Qwen3.5-9B_centralized_k200_R2_N3.jsonl,50,0,48,96.0,45,20,40.0,44.44444444444444,39.58333333333333,13.981111667229348,628.4185401289694,133.58451608810273,48,8866423.875,90465.0625,False,13.717142559585795,632.0359447609413,128.53175880778014,31601.797238047067,713.19819618,756.0164620901135,611.5545421145158,13.939240900929974,6.542161745495451,2011.1984133127332,3323.3302434872835,8974397.24,90584.6,9064981.84,348.04,356.98,2681782364.28
decentralized,1,2,3,Qwen_Qwen3.5-9B_decentralized_k1.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,14.835088466788353,2.9187441931864018,48,21513.9375,2658.0625,False,0.0,14.956798291563391,2.8377837362646967,747.8399145781696,16.701528640000003,17.656242916540176,1.893683053717214,13.004436779264411,0.05867845858176799,60.49592023093253,76.5484050372243,19213.26,2680.94,21894.2,6.0,13.0,6490871.33
decentralized,2,2,3,Qwen_Qwen3.5-9B_decentralized_k2.jsonl,50,0,1,2.0,1,0,0.0,0.0,0.0,0.0,25.064702349813285,5.9865322971621975,48,94784.91666666667,4231.854166666667,False,0.0,25.60332855264159,5.814253839111001,1280.1664276320794,28.620073520000002,30.325331400666922,7.232093999910165,18.190142697740885,0.18109185499053915,92.94881916705519,132.6779432111606,91603.54,4330.98,95934.52,18.0,28.0,19484489.21
decentralized,3,2,3,Qwen_Qwen3.5-9B_decentralized_k3.jsonl,50,0,5,10.0,5,1,2.0,20.0,2.083333333333333,4.083333333333333,30.93712011188631,3.380971174818081,48,160922.39583333334,5150.166666666667,False,3.92,30.881410647748613,3.354133296917943,1544.0705323874306,34.54213186,36.65919050696696,11.879969722218629,18.705533691638536,0.2959072338914463,102.25739437874407,161.17853552725165,157339.54,5136.52,162476.06,27.0,37.0,24145593.96
decentralized,5,2,3,Qwen_Qwen3.5-9B_decentralized_k5.jsonl,50,0,17,34.0,16,7,14.0,43.75,14.583333333333334,10.090364467289689,47.516877526684006,7.677475303097331,48,343734.7291666667,7817.041666666667,False,9.715636880822585,47.66932470700324,7.533851693726386,2383.466235350162,53.53144434000001,57.58565107400254,24.96245867918375,22.07871496418129,0.6281510636382005,145.58461712811143,258.08735953085124,339033.62,7838.9,346872.52,45.0,55.0,59401837.39
decentralized,7,2,3,Qwen_Qwen3.5-9B_decentralized_k7.jsonl,50,0,24,48.0,24,8,16.0,33.333333333333336,16.666666666666664,10.65469185987289,64.61751583761931,7.5017191681984645,48,575128.8541666666,10650.333333333334,False,10.26496955670108,64.36714056346358,7.323358066264783,3218.3570281731786,72.09717053999996,76.77360419437255,37.68808878663482,25.84277761108639,0.8362741657423666,183.01304195180535,340.3631156138331,575946.42,10576.46,586522.88,63.0,73.0,100271240.29
decentralized,10,2,3,Qwen_Qwen3.5-9B_decentralized_k10.jsonl,50,0,32,64.0,31,9,18.0,29.032258064516128,18.75,11.1588506042742,88.49789996131722,8.258785031825651,48,1001900.8125,14494.166666666666,False,10.757248718887185,89.45387512910123,8.213262329232938,4472.693756455062,100.46946972000002,108.09463709520834,63.16804379616096,24.89207475721578,1.3937565757245283,243.11979694217445,484.95773090578615,1003228.5,14635.8,1017864.3,89.92,99.92,177046902.5
decentralized,15,2,3,Qwen_Qwen3.5-9B_decentralized_k15.jsonl,50,0,41,82.0,39,12,24.0,30.76923076923077,25.0,12.379633239677828,136.11066174862557,10.87510596526065,48,1846819.375,22194.5,False,11.958327642275068,136.4027654672399,10.495980506906673,6820.138273361996,153.2387012,164.0021010238445,108.32313246167887,25.9018575742563,2.1777754313047297,355.22119049452243,740.8387137086316,1846223.0,22120.64,1868343.64,132.38,142.38,349344726.18
decentralized,20,2,3,Qwen_Qwen3.5-9B_decentralized_k20.jsonl,50,0,45,90.0,42,15,30.0,35.714285714285715,31.25,13.251605683519616,198.43473620137038,16.426454775799154,48,3030480.375,31366.520833333332,False,12.83121194587635,200.23397712114144,16.211509119092806,10011.698856057072,224.90040855999996,240.56066391372377,169.38291616546977,27.62742216298849,3.223638792683183,517.4995862240717,1084.758180065006,3037134.68,31609.44,3068744.12,172.24,182.24,659266055.28
decentralized,30,2,3,Qwen_Qwen3.5-9B_decentralized_k30.jsonl,50,0,46,92.0,41,15,30.0,36.58536585365854,31.25,13.251605683519616,289.00177641555854,28.255946335427566,48,4792456.708333333,42706.083333333336,False,12.83121194587635,292.16902307006666,27.460552338621216,14608.451153503333,327.62778391999996,349.26354863619383,264.44000313294714,23.41882875937831,4.3101911777411415,728.9801529337839,1558.71347163219,4772763.64,42979.74,4815743.38,223.88,233.84,1051833501.49
decentralized,50,2,3,Qwen_Qwen3.5-9B_decentralized_k50.jsonl,50,0,48,96.0,43,22,44.0,51.16279069767442,43.75,14.182651599153761,271.7273547518391,18.205034456874632,48,5264738.8125,44806.604166666664,False,13.89883448350976,270.61915038057913,17.551703165799534,13530.957519028956,303.4926904199999,323.6678668018202,248.50581453642272,17.46778442823789,4.645551415918629,698.0144776327536,1466.1107071750985,5225573.02,44582.08,5270155.1,232.76,240.46,1170886273.04
decentralized,100,2,3,Qwen_Qwen3.5-9B_decentralized_k100_R2_N3.jsonl,50,0,50,100.0,44,20,40.0,45.45454545454545,41.66666666666667,14.094832478623958,594.099941122244,133.29385298625326,48,9101316.875,87971.04166666667,False,13.717142559585795,597.1103089006557,127.98844770402918,29855.515445032786,707.4321550400001,751.7955105500034,579.1422723282396,10.563055475407314,7.404981097008796,1820.4918629422784,3337.452489617206,9005209.24,88360.3,9093569.54,347.64,357.58,2616521025.17
decentralized,200,2,3,Qwen_Qwen3.5-9B_decentralized_k200_R2_N3.jsonl,50,0,49,98.0,48,27,54.0,56.25,54.166666666666664,14.245048079913749,661.5993494194917,118.4559315187949,48,10061122.6875,92070.25,False,13.955128089702368,714.8315059605895,139.33644359982645,35741.57529802948,807.2611748399999,845.8983149414955,699.9548400808568,5.872040842379508,9.00462503735367,2322.6120609072595,3783.190550035797,10477988.78,99725.6,10577714.38,385.92,395.88,2996069586.76
independent,1,,3,Qwen_Qwen3.5-9B_independent_k1.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,8.31462965225883,2.2153507133858787,48,8190.395833333333,1537.3125,False,0.0,8.212611202611148,2.135993243654206,410.6305601305574,9.308916039999996,9.847042096684703,1.0359336858274484,7.1630020504899745,0.01367546629372224,35.81273647680879,42.38363104313612,6854.86,1517.34,8372.2,3.0,7.0,3256403.01
independent,2,,3,Qwen_Qwen3.5-9B_independent_k2.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,9.048800555021383,2.5593415554015486,48,15054.458333333334,1734.75,False,0.0,8.847220439862884,2.47152384134883,442.3610219931442,10.51017488,11.124130252969525,1.6819173911190246,7.1177329788377826,0.04757006990607812,38.064665475673976,48.62618812751025,13722.42,1693.4,15415.82,6.0,10.0,4288638.62
independent,3,,3,Qwen_Qwen3.5-9B_independent_k3.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,7.9786919012386,1.3581582458264347,48,23167.541666666668,1400.1666666666667,False,0.0,7.98730498789608,1.3033326452078293,399.365249394804,9.10113958,9.698022189677868,2.747461145533977,5.136419380000572,0.10342446236153238,28.523967260830105,43.267081563062966,22237.06,1400.76,23637.82,9.0,13.0,2600889.04
independent,5,,3,Qwen_Qwen3.5-9B_independent_k5.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,12.549800373747887,1.8707354899610704,48,48590.25,2328.9166666666665,False,0.0,13.215325689004601,2.0199555431814007,660.76628445023,15.745057120000002,16.731256893217356,4.837951437642816,8.241005456251033,0.13636879511075112,49.7313344354555,74.2185989420861,46941.02,2459.86,49400.88,15.0,19.0,6683542.21
independent,7,,3,Qwen_Qwen3.5-9B_independent_k7.jsonl,50,0,1,2.0,1,1,2.0,100.0,2.083333333333333,4.083333333333333,16.374960921871384,1.9924734219821338,48,78858.29166666667,2856.4375,False,3.92,16.28852325274063,1.924004337098866,814.4261626370316,18.546678979999996,19.758398008119606,7.67288251651701,8.405914767607396,0.209725968616231,53.30537135243416,87.90259097404778,77074.4,2836.32,79910.72,21.0,25.0,9236261.88
independent,10,,3,Qwen_Qwen3.5-9B_independent_k10.jsonl,50,0,5,10.0,5,2,4.0,40.0,4.166666666666666,5.712942049048981,22.739723871645435,2.6004809124452066,48,144217.25,4202.5625,False,5.486857023834319,22.439310468977318,2.5391132547739472,1121.965523448866,26.739998739999997,28.431782589350213,12.11199880009271,10.06408717045118,0.2632244984334161,73.82006247527897,126.3161520479992,141375.28,4139.12,145514.4,30.0,34.0,18206471.22
independent,15,,3,Qwen_Qwen3.5-9B_independent_k15.jsonl,50,0,19,38.0,17,5,10.0,29.41176470588235,10.416666666666668,8.733435858312177,35.383179653553704,3.265147885074942,48,273571.5416666667,6173.4375,False,8.399999999999999,35.360130659948496,3.1982185410993926,1768.0065329974248,40.354358739999995,43.31421753897598,22.991735017059863,11.798824041706009,0.5695716011826145,103.64350516572594,194.26542624171825,273068.76,6156.2,279224.96,45.0,49.0,37841264.06
independent,20,,3,Qwen_Qwen3.5-9B_independent_k20.jsonl,50,0,22,44.0,21,7,14.0,33.333333333333336,14.583333333333334,10.090364467289689,44.488635295916794,3.522003960132469,48,426268,7705.916666666667,False,9.715636880822585,44.72799668351133,3.407855654116149,2236.3998341755664,51.111782579999996,54.855953868383494,32.62263813025466,11.233387846770778,0.8719707064858975,125.92615137964486,248.32138432495296,425407.62,7739.4,433147.02,59.56,63.56,57185760.22
independent,30,,3,Qwen_Qwen3.5-9B_independent_k30.jsonl,50,0,29,58.0,28,9,18.0,32.142857142857146,18.75,11.1588506042742,73.22052041142904,8.337242142205282,48,843437.3541666666,12712.958333333334,False,10.757248718887185,73.10896851948378,8.091966859936646,3655.4484259741894,83.45310176,89.23804574547532,58.88365785630467,12.735325865799057,1.4899847973800635,198.58007193420082,402.01964091885833,843210.78,12683.62,855894.4,89.76,93.76,134002744.73
independent,50,,3,Qwen_Qwen3.5-9B_independent_k50.jsonl,50,0,46,92.0,45,10,20.0,22.22222222222222,20.833333333333336,11.610681272937837,138.90768045405875,11.744154658609856,48,1945750.2291666667,24370.5,False,11.200000000000001,141.39351119773445,12.324001334517533,7069.675559886723,162.90011412000004,173.61942251798163,124.52597029605731,14.402936223413414,2.464604678263682,367.86354546364396,781.4391024461761,1957787.04,24683.62,1982470.66,146.04,150.04,406236602.05
independent,100,,3,Qwen_Qwen3.5-9B_independent_k100.jsonl,50,0,47,94.0,47,19,38.0,40.42553191489362,39.58333333333333,13.981111667229348,319.9916545885372,47.00113611889975,48,5121647.104166667,50441.0625,False,13.590820431452988,328.2028174510287,46.73303348454664,16410.140872551434,373.94227344000006,398.95483677607905,311.2074684609128,11.753682234895821,5.24166675522,847.0482127927244,1788.6720708487928,5098567.66,51756.36,5150324.02,245.04,249.04,1332216726.0
independent,200,,3,Qwen_Qwen3.5-9B_independent_k200.jsonl,50,0,49,98.0,46,28,56.0,60.869565217391305,58.333333333333336,14.094832478623958,441.81398995049364,65.12683238804041,48,7140647.604166667,63519.770833333336,False,13.89883448350976,444.45972822984515,62.6691357598749,22222.986411492257,509.38123584,534.332753629054,431.5008422315943,5.510738621242085,7.448147377008625,1240.9211760188266,2422.3802714445815,7147534.98,63545.68,7211080.66,298.52,302.5,1782565508.96
sas,1,,,Qwen_Qwen3.5-9B_sas_k1.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,0.5957434224283435,0.019682154141388405,48,2059.9375,102.52083333333333,False,0.0,0.5969844120276007,0.01913088193082885,29.849220601380033,0.6868145000000001,0.7420141836313721,0.3502527724336585,0.24234458679522852,0.004387052798713705,3.590493143200874,3.590493143200874,2010.52,102.44,2112.96,1.0,2.0,101446.06
sas,2,,,Qwen_Qwen3.5-9B_sas_k2.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,0.9588399667581492,0.06620612819743489,48,4359.916666666667,160.97916666666666,False,0.0,0.9527493095102941,0.06437815585658384,47.63746547551471,1.10244994,1.1875879737592303,0.5684082464231565,0.3654819687050908,0.018859094382047095,5.7821812934800985,5.7821812934800985,4286.08,159.44,4445.52,2.0,3.0,234553.92
sas,3,,,Qwen_Qwen3.5-9B_sas_k3.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,1.3680317363128836,0.12364056296493495,48,7500.25,224.83333333333334,False,0.0,1.4071553556439589,0.1438170051097609,70.35776778219794,1.6148665800000002,1.743459409631423,0.9184975393995394,0.4555513533963196,0.03310646284810013,8.340853329077364,8.340853329077364,7361.56,232.14,7593.7,3.0,4.0,475283.67
sas,5,,,Qwen_Qwen3.5-9B_sas_k5.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,2.245181745364212,0.21087037141987475,48,16091.5625,368.625,False,0.0,2.2705173917140935,0.21364057374144768,113.52586958570468,2.6138703399999996,2.808770952942865,1.6495032587737644,0.5626604224131178,0.058353710527211854,13.289501162655652,13.289501162655652,15864.9,372.64,16237.54,5.0,6.0,1113352.74
sas,7,,,Qwen_Qwen3.5-9B_sas_k7.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,3.3191982514300893,0.27091624300100664,48,27341.104166666668,545.875,False,0.0,3.3332783077451467,0.2699552409112939,166.66391538725733,3.8123218000000003,4.09030577745416,2.5364989088048984,0.7060431086176701,0.09073629032257688,19.254874266609548,19.254874266609548,26995.9,547.44,27543.34,7.0,8.0,2113722.78
sas,10,,,Qwen_Qwen3.5-9B_sas_k10.jsonl,50,0,2,4.0,2,1,2.0,50.0,2.083333333333333,4.083333333333333,5.337332302980323,0.7070921250899969,48,46723.395833333336,909.1041666666666,False,3.92,5.413508582438615,0.7123593337259151,270.67542912193073,6.20988374,6.647595015188545,4.379753371349647,0.8977599221319593,0.13599528895700938,30.763634381219745,30.763634381219745,46443.38,920.72,47364.1,10.0,11.0,4655207.08
sas,15,,,Qwen_Qwen3.5-9B_sas_k15.jsonl,50,0,9,18.0,9,4,8.0,44.44444444444444,8.333333333333332,7.901730965165981,8.893208129279573,1.3551373703322391,48,90624.45833333333,1522.0416666666667,False,7.596209581100299,8.862662844246268,1.3108344142880088,443.13314221231343,10.12503874,10.96579503635101,7.207557552203132,1.4585400601007334,0.19656523194240574,50.67518341232091,50.67518341232091,90373.62,1513.3,91886.92,15.0,16.0,10419725.41
sas,20,,,Qwen_Qwen3.5-9B_sas_k20.jsonl,50,0,17,34.0,17,5,10.0,29.41176470588235,10.416666666666668,8.733435858312177,12.795585877757658,2.059331305497053,48,144996.0625,2204.6666666666665,False,8.399999999999999,12.660575205059471,1.9882946328636792,633.0287602529736,14.481263140000001,15.866544106895924,10.999375256197176,1.3538604523157078,0.30733949654658715,72.99885127905756,72.99885127905756,144118.44,2177.66,146296.1,20.0,21.0,18021340.45
sas,30,,,Qwen_Qwen3.5-9B_sas_k30.jsonl,50,0,24,48.0,24,11,22.0,45.833333333333336,22.916666666666664,12.016088259852202,20.054129348828308,2.180283891464606,48,289479.0208333333,3435.1666666666665,False,11.598896499236469,19.93567013614277,2.120318374141827,996.7835068071386,22.90520308,24.73527345281609,17.479871621126353,1.9052072101965478,0.5505913048198704,118.94587595481426,118.94587595481426,288866.58,3410.32,292276.9,30.0,31.0,37479582.5
sas,50,,,Qwen_Qwen3.5-9B_sas_k50.jsonl,50,0,35,70.0,35,11,22.0,31.428571428571427,22.916666666666664,12.016088259852202,40.50647438693478,5.128554515818695,48,601744.1041666666,7259.8125,False,11.598896499236469,40.89813663781352,5.099647185697507,2044.9068318906761,47.81413376000001,51.16079154407482,38.35525343129323,1.6214325154681226,0.9214506910521665,236.02399850022047,236.02399850022047,608328.84,7322.38,615651.22,46.78,47.76,116925412.49
sas,100,,,Qwen_Qwen3.5-9B_sas_k100.jsonl,50,0,40,80.0,39,9,18.0,23.076923076923077,18.75,11.1588506042742,119.894196732353,47.51884552877884,48,1421234.5833333333,18970.166666666668,False,10.757248718887185,119.32056834412695,45.72592644411137,5966.0284172063475,133.30675052000004,142.69049599899634,115.47685339083074,2.20081358423397,1.642901369062238,636.0744932007044,636.0744932007044,1425378.82,18878.1,1444256.92,73.78,74.74,509707256.73
sas,200,,,Qwen_Qwen3.5-9B_sas_k200.jsonl,50,0,41,82.0,40,16,32.0,40.0,31.25,13.251605683519616,144.9554932296871,43.94567570263711,48,2428517.2291666665,20371.416666666668,False,13.061332244453475,142.84194320148666,42.31077256689982,7142.097160074333,161.38678854000003,172.04599397755956,139.59434029564684,0.702581899163183,2.5450210066766736,766.4723327598348,766.4723327598348,2375163.58,20060.36,2395223.94,97.72,98.7,568806819.68
