source_dir,cell_file,model,topology,k,R,N,task_id,instance_id,benchmark,patch_presence_correct,model_patch_length,real_correct,harness_category,gpu_dynamic_kJ,n_llm_calls,n_react_steps,rounds_used,wall_seconds,total_tokens
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,scikit-learn__scikit-learn-13439,,swebench,False,0,,unharnessed_nodiff,8.84954831430709,15,0,2,47.7229126021266,22413
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,scikit-learn__scikit-learn-25638,,swebench,False,0,,unharnessed_nodiff,9.208463645193838,15,0,2,49.721589624881744,23232
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,scikit-learn__scikit-learn-25747,,swebench,False,0,,unharnessed_nodiff,5.6150918571600394,15,0,2,31.645338911563158,39435
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sphinx-doc__sphinx-10451,,swebench,False,0,,unharnessed_nodiff,27.331155478646973,15,0,2,139.57687740772963,21907
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sphinx-doc__sphinx-8713,,swebench,False,0,,unharnessed_nodiff,5.84070742260832,15,0,2,32.67830550856888,16956
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-11870,,swebench,False,0,,unharnessed_nodiff,14.478135006123873,15,0,2,75.84420851618052,21751
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-11897,,swebench,False,0,,unharnessed_nodiff,15.346153078100139,15,0,2,79.76432195305824,19358
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-13031,,swebench,False,0,,unharnessed_nodiff,9.57245247074913,15,0,2,51.0005754865706,21263
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-13773,,swebench,False,0,,unharnessed_nodiff,7.667529325294932,15,0,2,42.05649308115244,15821
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-13971,,swebench,False,0,,unharnessed_nodiff,7.900447310857782,15,0,2,42.86774502508342,17349
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-14317,,swebench,False,0,,unharnessed_nodiff,28.21529201277069,15,0,2,143.9541215132922,23973
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-14396,,swebench,False,0,,unharnessed_nodiff,29.90937907912247,15,0,2,152.17370766587555,30904
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-15308,,swebench,False,0,,unharnessed_nodiff,5.98585352441308,15,0,2,33.23191530071199,12603
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-15345,,swebench,False,0,,unharnessed_nodiff,7.3608180938335455,15,0,2,41.29713108018041,12931
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-15346,,swebench,False,0,,unharnessed_nodiff,30.908653827283068,15,0,2,159.7617243230343,32075
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-15609,,swebench,False,0,,unharnessed_nodiff,10.32720563420476,15,0,2,54.57297655753791,22733
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-17139,,swebench,False,0,,unharnessed_nodiff,8.699539952868268,15,0,2,46.61032079346478,24724
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-18532,,swebench,False,0,,unharnessed_nodiff,28.258872081146226,15,0,2,144.51674654521048,18250
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-20154,,swebench,False,0,,unharnessed_nodiff,16.51579803866936,15,0,2,85.66894010454416,14802
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-21171,,swebench,False,0,,unharnessed_nodiff,10.705775208047223,15,0,2,57.0193603541702,52237
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-22840,,swebench,False,0,,unharnessed_nodiff,12.760593345847399,15,0,2,67.05801350809634,50309
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-24066,,swebench,False,0,,unharnessed_nodiff,7.206426181747928,15,0,2,39.21855045482516,17815
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1.jsonl,Qwen_9B_BF16,centralized,1,,,sympy__sympy-24152,,swebench,False,0,,unharnessed_nodiff,32.720411449523624,15,0,2,168.08201089315116,29268
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,astropy__astropy-14182,,swebench,False,0,,unharnessed_nodiff,29.877808866100235,15,0,2,149.88302663713694,26311
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,astropy__astropy-7746,,swebench,False,0,,unharnessed_nodiff,10.07818094744419,15,0,2,52.84827001392841,30199
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-11620,,swebench,False,0,,unharnessed_nodiff,13.347340415015347,15,0,2,68.26662650331855,18939
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-11848,,swebench,False,0,,unharnessed_nodiff,30.79194033350311,15,0,2,154.893661018461,27232
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-12284,,swebench,False,0,,unharnessed_nodiff,10.892915396055162,15,0,2,57.6462969686836,21382
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-12308,,swebench,False,0,,unharnessed_nodiff,29.757694158296047,15,0,2,150.341910822317,44702
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-12497,,swebench,False,0,,unharnessed_nodiff,7.880429417750063,15,0,2,41.7206263076514,15211
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-12589,,swebench,False,0,,unharnessed_nodiff,29.979378428348575,15,0,2,150.49014107882977,32293
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-13158,,swebench,False,0,,unharnessed_nodiff,27.952077493288474,15,0,2,141.06245691888034,20134
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-13447,,swebench,False,0,,unharnessed_nodiff,10.709574268631094,15,0,2,55.53448534011841,16685
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-14534,,swebench,False,0,,unharnessed_nodiff,8.615470168680185,15,0,2,47.99741343408823,17615
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-15202,,swebench,False,0,,unharnessed_nodiff,11.477513705375623,15,0,2,60.25696633197367,23023
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-15320,,swebench,False,0,,unharnessed_nodiff,13.37275737332768,15,0,2,71.73513832502067,16068
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-15819,,swebench,False,0,,unharnessed_nodiff,18.99388834796777,15,0,2,98.2310406640172,16911
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-15996,,swebench,False,0,,unharnessed_nodiff,11.483578414313818,15,0,2,60.49922166951001,16632
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-16139,,swebench,False,0,,unharnessed_nodiff,34.87044075384839,15,0,2,181.22107608243823,32377
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-16229,,swebench,False,0,,unharnessed_nodiff,9.039521737095761,15,0,2,48.7731396779418,20327
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,django__django-16820,,swebench,False,0,,unharnessed_nodiff,28.522414135257527,15,0,2,144.00182707048953,20238
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,matplotlib__matplotlib-18869,,swebench,False,0,,unharnessed_nodiff,28.178066003166656,15,0,2,141.53313511423767,30698
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,matplotlib__matplotlib-23299,,swebench,False,0,,unharnessed_nodiff,6.734095829536847,15,0,2,36.787443701177835,23736
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,matplotlib__matplotlib-24334,,swebench,False,0,,unharnessed_nodiff,33.83918675840519,15,0,2,169.4071927666664,24768
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,mwaskom__seaborn-3010,,swebench,False,0,,unharnessed_nodiff,10.397756554307943,15,0,2,54.468890223652124,30418
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,pydata__xarray-4248,,swebench,False,0,,unharnessed_nodiff,8.358236942773075,15,0,2,43.8519028685987,18980
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,pydata__xarray-4493,,swebench,False,0,,unharnessed_nodiff,30.484264116561004,15,0,2,152.16713397204876,30494
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,pytest-dev__pytest-5495,,swebench,False,0,,unharnessed_nodiff,8.322770111093552,15,0,2,44.03564753010869,16906
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,pytest-dev__pytest-8365,,swebench,False,0,,unharnessed_nodiff,10.015964972246659,15,0,2,52.117573749274015,21663
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,scikit-learn__scikit-learn-13142,,swebench,False,0,,unharnessed_nodiff,9.754290645790082,15,0,2,51.20264748297632,35200
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,scikit-learn__scikit-learn-13439,,swebench,False,0,,unharnessed_nodiff,8.837319003055034,15,0,2,47.08902139402926,24022
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,scikit-learn__scikit-learn-25638,,swebench,False,0,,unharnessed_nodiff,9.090397968196053,15,0,2,47.458869479596615,23219
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,scikit-learn__scikit-learn-25747,,swebench,False,0,,unharnessed_nodiff,6.4360635331627005,15,0,2,35.24939186684787,38390
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sphinx-doc__sphinx-10451,,swebench,False,0,,unharnessed_nodiff,9.863829741389338,15,0,2,51.333716347813606,19751
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sphinx-doc__sphinx-8713,,swebench,False,0,,unharnessed_nodiff,15.8126734065548,15,0,2,81.3241573497653,22798
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-11870,,swebench,False,0,,unharnessed_nodiff,13.976477982099585,15,0,2,71.67137628048658,17610
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-11897,,swebench,False,0,,unharnessed_nodiff,12.266507096744009,15,0,2,63.83421278744936,20804
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-13031,,swebench,False,0,,unharnessed_nodiff,10.00373987656133,15,0,2,52.48221496120095,20451
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-13773,,swebench,False,0,,unharnessed_nodiff,8.539751421844633,15,0,2,45.99768237397075,15035
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-13971,,swebench,False,0,,unharnessed_nodiff,8.860283573986967,15,0,2,46.37914329580963,19784
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-14317,,swebench,False,0,,unharnessed_nodiff,9.571497947436383,15,0,2,50.48918158747256,17440
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-14396,,swebench,False,0,,unharnessed_nodiff,8.83073404583138,15,0,2,46.66395026631653,24030
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-15308,,swebench,False,0,,unharnessed_nodiff,12.585902760882052,15,0,2,65.12244145199656,14084
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-15345,,swebench,False,0,,unharnessed_nodiff,27.61033911678173,15,0,2,137.9057141225785,17661
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-15346,,swebench,False,0,,unharnessed_nodiff,25.70937983925902,15,0,2,131.14936382323503,32182
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-15609,,swebench,False,0,,unharnessed_nodiff,21.503678437750555,15,0,2,108.35347209125757,24304
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-17139,,swebench,False,0,,unharnessed_nodiff,7.128520886762772,15,0,2,37.93314212560654,21114
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-18532,,swebench,False,0,,unharnessed_nodiff,8.638971478651412,15,0,2,47.159688806161284,13198
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-20154,,swebench,False,0,,unharnessed_nodiff,9.21368068536734,15,0,2,48.05397936142981,14869
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-21171,,swebench,False,0,,unharnessed_nodiff,28.005557720319864,15,0,2,142.27829268202186,57972
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-22840,,swebench,False,0,,unharnessed_nodiff,21.78741963500782,15,0,2,109.84548444114625,53406
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-24066,,swebench,False,0,,unharnessed_nodiff,50.17729181472874,15,0,2,248.70698862150311,28702
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,Qwen_9B_BF16,centralized,1,2,,sympy__sympy-24152,,swebench,False,0,,unharnessed_nodiff,6.87945101277769,15,0,2,36.69783337228,24921
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,astropy__astropy-14182,,swebench,False,0,,unharnessed_nodiff,14.71593066295806,17,0,2,78.65205167606473,29255
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,astropy__astropy-7746,,swebench,False,0,,unharnessed_nodiff,16.979908904555494,17,0,2,90.58542383089662,34774
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-11620,,swebench,False,0,,unharnessed_nodiff,14.139270267976036,17,0,2,76.89500395208597,23101
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-11848,,swebench,False,0,,unharnessed_nodiff,18.08114659854117,17,0,2,97.41894173249602,30226
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-12284,,swebench,False,0,,unharnessed_nodiff,21.221984587353234,17,0,2,112.66988371498883,26180
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-12308,,swebench,False,0,,unharnessed_nodiff,12.931038773409128,17,0,2,70.77339103072882,22406
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-12497,,swebench,False,0,,unharnessed_nodiff,10.69325054595016,17,0,2,61.17652217671275,22640
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-12589,,swebench,False,0,,unharnessed_nodiff,15.770257732725263,17,0,2,85.37950430251658,33966
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-13158,,swebench,False,0,,unharnessed_nodiff,28.7097290675842,17,0,2,150.53735041618347,29945
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-13447,,swebench,False,0,,unharnessed_nodiff,12.796838438622153,17,0,2,72.25606921873987,21486
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-14534,,swebench,False,0,,unharnessed_nodiff,11.389503914611208,17,0,2,63.81598515994847,25110
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-15202,,swebench,False,0,,unharnessed_nodiff,12.684292926978214,17,0,2,69.61452213488519,23792
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-15320,,swebench,False,0,,unharnessed_nodiff,9.306552110515396,17,0,2,57.145760513842106,23082
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-15819,,swebench,False,0,,unharnessed_nodiff,12.672395095486353,17,0,2,73.31557108461857,21164
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-15996,,swebench,False,0,,unharnessed_nodiff,18.179384370561362,17,0,2,101.55721683427691,22733
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-16139,,swebench,False,0,,unharnessed_nodiff,10.37604613023892,17,0,2,59.854867378249764,25281
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-16229,,swebench,False,0,,unharnessed_nodiff,15.411658622046609,17,0,2,83.26682913862169,27248
a5000_swebench_canonical_bf16,Qwen_Qwen3.5-9B_centralized_k1_R2_M3.jsonl,Qwen_9B_BF16,centralized,1,2,3,django__django-16820,,swebench,False,0,,unharnessed_nodiff,31.215404706413352,17,0,2,163.4202065616846,27105
